Talk ={

a1="赤羽这个小娃娃不懂事，去帮我一顿！",f1="我打完了",c1="",r1="",s1="",t1="",
a167="此刻霍都护不在，我们需要三思而后行，你去将情况告诉老胡，问问他的意见。",f167="提比斯寻找地图，恐怕是缺乏粮饷，因此需要秦皇地宫中的宝藏，我们从这里入手，或许能够阻止他。",c167="",r167="",s167="",t167="",
a168="此刻七张地图你已得其二，接下来你尽力收集其他地图，千万不能让提比斯得到了。",f168="自项羽焚烧阿房宫后，秦皇七图不知所踪，要找寻他们恐怕要费些力气。",c168="",r168="",s168="",t168="",
a169="霍安的妻子秀清博学多才，你可去乌垒城找她问问，或许她会知道些线索。",f169="又见面了！近来你做下的那些事情都传开了，真是了不起！",c169="",r169="",s169="",t169="",
a170="秀清先生的书斋在城外的山上，具体的路你去城里找人一问便知。",f170="书斋……你沿着市集向山上走就是了。",c170="",r170="",s170="",t170="",
a171="不过秀清近来遇到了点小麻烦……太守府的狗正在找她麻烦呢！",f171="哪里来的乡巴佬，滚一边去！",c171="",r171="",s171="",t171="",
a172="小样？不服？看皂！",f172="（惊魂未定）幸亏你来得及时，否则后果真是……",c172="",r172="",s172="",t172="",
a173="霍安已被太守关入监牢，可他一定是冤枉的，你可以帮我去看看他吗？",f173="大胆狂徒，竟敢擅闯监牢，你可知这是死罪？",c173="",r173="",s173="",t173="",
a174="既然你不知死活，那就来一发！让我看看你有什么本事！",f174="<!&player>，我已等候你多时了。",c174="",r174="",s174="",t174="",
a175="这件事背后定有个大阴谋，从种种迹象上看，太守定与罗马人有勾结，我甘愿委身牢中，正是为了要查明真相。",f175="我曾经得到一张秦皇宝藏的残图，或许这也是太守派人来的目的之一。此图关系重大，你且好生保管，万万不能丢失。",c175="",r175="",s175="",t175="",
a176="其余地图分散各地，西河郡似乎有一张，也许提比斯下一步就会对他们下手，你先回雁门关让其他人做好准备。",f176="你回来了，情况如何？",c176="",r176="",s176="",t176="",
a177="我明白了，我这就让兄弟们做好准备。",f177="我们召集人马还需要一段时间，你再去乌垒城一趟吧，我总担心太守那混蛋会对霍都护做出什么来。",c177="",r177="",s177="",t177="",
a178="这次你回乌垒城，除了帮助霍都护之外，更要伺机找出太守通敌的罪证，争取将他绳之于法！",f178="太守正在城中通缉你，你要小心。",c178="",r178="",s178="",t178="",
a179="太守府就在城中心，你最好先去找治安官聊聊，他或许会帮助你。",f179="行侠仗义的事我不会管，违法乱纪我也不会放过！",c179="",r179="",s179="",t179="",
a180="我知道你是为霍都护而来，但你要小心太守……",f180="没想到太守丧心病狂，竟直接在城中动手！走，我们去找他问个清楚！",c180="",r180="",s180="",t180="",
a181="太守府中戒备森严，你要小心行事！你持我令牌前去，当能通过门卫的盘查。",f181="太守府邸，闲人勿进！",c181="",r181="",s181="",t181="",
a182="原来是治安官派来的人，请进吧。",f182="嗯？！你是何人？竟敢擅闯我府！",c182="",r182="",s182="",t182="",
a183="原来就是你屡次坏我好事，天堂有路你不走，地狱无门你闯进来，给我拿下了！",f183="精彩，真是精彩，想不到我今天竟能亲眼目睹一出弑杀朝廷命官的好戏，这一趟真没白来！",c183="",r183="",s183="",t183="",
a184="只要将你拿下，同霍安一起绳之于法，这西域便彻底落入我掌控之中了……",f184="想不到，你竟有如此实力，我手下的二郎竟没有你一合之敌。",c184="",r184="",s184="",t184="",
a185="今日算我栽了，青山不改绿水长流，但愿来日罗马大军兵临城下的时候，你不会吓尿了裤子……",f185="殷破，殷破……我待他如兄弟，他竟做出这等禽兽不如的事情……",c185="",r185="",s185="",t185="",
a186="太守已经伏诛，提比斯在这里的计划失败，我怕接下来他会转而对羌人下手，你速速去西河郡一趟吧。",f186="真是没想到……再坚固的堡垒也有从内部破坏的时候……唉……",c186="",r186="",s186="",t186="",
a187="西河郡乃羌人大本营所在，其中高手如云，你需要变得更强。",f187="你已经很强了，但是还不够，还不够……",c187="",r187="",s187="",t187="",
a188="老胡天赋异禀，擅长易筋锻骨之术，你去找他学习此术，修为当能更上一层楼。",f188="唔……你要跟我修炼奇经八脉？",c188="",r188="",s188="",t188="",
a189="这次行动我须好好想想，你先去城里逛逛吧。",f189="<!&player>，好久不见，背包又胖了吗？",c189="",r189="",s189="",t189="",
a190="期待下一次见面……记得多带点稀奇古怪的东西来啊！",f190="最近你奔波劳累，想来身上落下不少暗伤，我来帮你看看。",c190="",r190="",s190="",t190="",
a191="好了！神清气爽了吧！下次受伤记得来找我！",f191="唔……你的军功……最近多了不少啊！",c191="",r191="",s191="",t191="",
a192="多杀敌，多攒军功，才能早日一身神装屌炸天啊！",f192="<!&player>，最近你可是声名鹊起啊！丝绸之路上都知道我们雁门关出了个少年英雄！",c192="",r192="",s192="",t192="",
a193="让我看看你的实力到达什么地步了……就拿那些外族当试金石吧！",f193="终于等到你，还好我没放弃……",c193="",r193="",s193="",t193="",
a194="不要走，让我们决战到天亮！",f194="哎呀……我这里有批紧急军资无人帮忙押运……怎么办呢？",c194="",r194="",s194="",t194="",
a195="你愿意帮忙吗？太好了！我会给你丰富的报酬的！",f195="小子不错！",c195="",r195="",s195="",t195="",
a196="要不要尝试尝试更高难度的挑战？",f196="在我这里可以挑战历练副本，若你想提升自己，就来找我吧！",c196="",r196="",s196="",t196="",
a197="（微笑）你去找一骑当千管理员聊聊吧。",f197="在我这里可以挑战历练副本，若你想一个打十个，就来找我吧！",c197="",r197="",s197="",t197="",
a198="（微笑）你去找皇陵秘境管理员聊聊吧。",f198="在我这里可以挑战皇陵秘境，若你有兴趣，可以来找我！",c198="",r198="",s198="",t198="",
a199="（微笑）如今你对副本已经熟悉，去找山豹吧，他有任务托付给你。",f199="好小子！你的成长速度超乎我的想象！",c199="",r199="",s199="",t199="",
a200="如今霍都护不在，雁门关风雨飘摇，还好有你。",f200="时候也差不多了，该上路了。",c200="",r200="",s200="",t200="",
a201="老胡已经先行一步，你直接去西河郡找他吧！",f201="西河郡我早年去过，也不知现在变得怎样了……回忆总是伤……",c201="",r201="",s201="",t201="",
a202="总而言之，此去你一定要小心！",f202="（目光呆滞）完了……都完了……",c202="",r202="",s202="",t202="",
a203="他们……悄悄的来，在黑暗中摩擦，似魔鬼的步伐……",f203="唉……别怪那孩子，他被吓坏了……",c203="",r203="",s203="",t203="",
a204="这帮人实力强大太多，我族战败也无话可说……只是不知西域何时出了这么一个强大的势力……",f204="我们得到消息，却晚来一步……",c204="",r204="",s204="",t204="",
a205="好在尚有数人存活，你可以去问问他们，这里究竟发生了什么。",f205="没想到我羌人灭人无数，也有一天会落得这个下场……",c205="",r205="",s205="",t205="",
a206="这帮人为地图而来，他们心狠手辣，要不是南匈安来得快，我族恐怕会被屠杀殆尽。",f206="有点眉目了……这些事，恐怕便是这神秘势力搞出来的。",c206="",r206="",s206="",t206="",
a207="若想知道更多，恐怕得亲自去问他们……",f207="你是何人？！此事与你无关，快滚，快滚！",c207="",r207="",s207="",t207="",
a208="既然你多管闲事，就别怪我不客气了！",f208="想不到你竟如此强大……别杀我，别杀我……",c208="",r208="",s208="",t208="",
a209="该说的我都说了……给我一个痛快吧。",f209="原来此中缘由竟在这里！",c209="",r209="",s209="",t209="",
a210="按着他们的说法，这个神秘势力与罗马帝国有着千丝万缕的联系，看来此事错不了了。",f210="（目光涣散）羌人部落传承千年，却一朝间覆灭在我手中，愧对祖先啊……",c210="",r210="",s210="",t210="",
a211="这地图于我已经没用了，一切雄心壮志归于尘土，你想要就拿去吧。",f211="这个神秘势力所图不小，而且视人命如草芥，绝对是西域头号敌人！",c211="",r211="",s211="",t211="",
a212="罗马帝国的皇帝野心勃勃，和这个神秘势力的首领是一丘之貉，或许也是互相利用的关系……",f212="你来得正好，可以帮我一个忙吗？",c212="",r212="",s212="",t212="",
a213="我发现那边还有些神秘人鬼鬼祟祟，你快去抓住他们，别让他们跑了！",f213="你是大汉人？那些神秘人呢？我的族人还好吗？",c213="",r213="",s213="",t213="",
a214="呜呜……我只顾着带族人躲起来，却不料整个部族都被屠灭……我真是个懦夫！",f214="没想到还有一支羌人幸存！",c214="",r214="",s214="",t214="",
a215="这是个好消息，快去告诉师傅！",f215="真是天无绝人之路，希望经此一役羌人会改过自新吧。",c215="",r215="",s215="",t215="",
a216="你去将此消息告诉羌人酋长吧。",f216="你来得真好，我手下已探明罗马军营的所在。",c216="",r216="",s216="",t216="",
a217="待你将此事告知羌人酋长，我们就一同前去罗马军营！",f217="还有族人活着！！！太好了……太好了……（泣不成声）天不亡我啊！！！",c217="",r217="",s217="",t217="",
a218="你的大恩大德我会谨记于心，从此会约束族人，好好在此生活的。",f218="西河郡……事情隐隐有失控的迹象了……",c218="",r218="",s218="",t218="",
a219="罗马军营一行，也许会是我们面对的最强大的敌人，但，又有何惧呢？",f219="山豹说得不错，男子汉大丈夫，鞠躬尽瘁死而后已，我等受大汉养育之恩，赴死本是应尽之义务。",c219="",r219="",s219="",t219="",
a220="与其被动等待不如主动出击，去吧，少年！",f220="<!&player>，你也来了。",c220="",r220="",s220="",t220="",
a221="我们不愿被动等待，所以当提比斯向我们下了战书，我们就来了。",f221="你们，螳臂当车，可笑之至！",c221="",r221="",s221="",t221="",
a222="提比斯大人天下无双，有本事你们就去挑战他吧！",f222="就算战死，也好过在牢里窝窝囊囊地死掉吧……",c222="",r222="",s222="",t222="",
a223="你不用管我，上吧！老子早就活够了！杀一个够本，杀两个赚了！",f223="提比斯将军……唉……",c223="",r223="",s223="",t223="",
a224="只恨我人微言轻，不能阻挡大势……你可以帮我取些蜡烛来么？",f224="这封密信上记载了提比斯阴谋弑父篡君的经过，你要好生保管，以后有大用处。",c224="",r224="",s224="",t224="",
a225="我，早已经活够了……为了帝国！",f225="死前唯一的愿望，便是想知道，小少主过得如何？",c225="",r225="",s225="",t225="",
a226="呵呵，谢谢你，无憾了……",f226="<!&player>，好兄弟，好汉子，你也是来帮助我们的吗？",c226="",r226="",s226="",t226="",
a227="卢魁斯将军才是罗马第一勇士，提比斯不用阴谋的话，根本不是他的对手！",f227="危急之中得你相助，真是太好了！",c227="",r227="",s227="",t227="",
a228="提比斯深藏不露，或许我也不是他的对手。",f228="这些是帝国近卫中的佼佼者，看来提比斯是倾巢而出了。",c228="",r228="",s228="",t228="",
a229="这一战也许艰巨无比，但我绝不会退缩！",f229="我奉朝廷之命来此援助，想不到罗马军如此势大，幸亏及早发觉，否则必定酿成大患！",c229="",r229="",s229="",t229="",
a230="咦？为什么这地方会有个小孩子？",f230="<!&player>，你终于来了，我等你好久了。",c230="",r230="",s230="",t230="",
a231="提比斯是我大哥，他的实力别人不知道，我可是知道得清清楚楚，卢魁斯将军绝不是他的对手。",f231="在我所知的人中，只有霍安都护和你才有打败他的力量！",c231="",r231="",s231="",t231="",
